"","work","collection"
"236","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","cz_slk"
"237","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","ee_ester"
"238","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","fi_sl"
"239","1000_Слепушкин Ф._Четыре времени года Русского Поселянина : Сельская поэма Федора Слепушкина","spbgu"
"240","1002_Фомин Н._Русский ратник, или великодушие Гос. Имп. Николая I : Санктпетербургская повесть, взятая из анекдота, случившегося в благополучное царствование сего Монарха / Соч. Николая Фомина","nlr"
"241","1002_Фомин Н._Русский ратник, или великодушие Гос. Имп. Николая I : Санктпетербургская повесть, взятая из анекдота, случившегося в благополучное царствование сего Монарха / Соч. Николая Фомина","cz_slk"
"242","1003_NA_Семик, народное гулянье в Марьиной роще, в стихах, с прил. песни в честь Семика","nlr"
"243","1011_Бездарный П._Вильгельм Гугарт. Стихотворение Петра Бездарного","nlr"
"244","1011_Бездарный П._Вильгельм Гугарт. Стихотворение Петра Бездарного","rsl"
"245","1011_Бездарный П._Вильгельм Гугарт. Стихотворение Петра Бездарного","rozanov"
"246","1011_Бездарный П._Вильгельм Гугарт. Стихотворение Петра Бездарного","cz_slk"
"247","1012_Неведомский Н._Деньги : сатира","nlr"
"248","1012_Неведомский Н._Деньги : сатира","rsl"
"249","1012_Неведомский Н._Деньги : сатира","rozanov"
"250","1012_Неведомский Н._Деньги : сатира","us_harvard"
"251","1012_Неведомский Н._Деньги : сатира","cz_slk"
"252","1020_Ковалевский Е._Сибирь : Думы Е. Ковалевского","nlr"
"253","1020_Ковалевский Е._Сибирь : Думы Е. Ковалевского","rsl"
"254","1020_Ковалевский Е._Сибирь : Думы Е. Ковалевского","rozanov"
"255","1020_Ковалевский Е._Сибирь : Думы Е. Ковалевского","us_harvard"
"256","1021_Шаховская Е._Сновидение : Фантасмагория / Соч. Княжны Екатерины Шаховской","nlr"
"257","1021_Шаховская Е._Сновидение : Фантасмагория / Соч. Княжны Екатерины Шаховской","rsl"
"258","1021_Шаховская Е._Сновидение : Фантасмагория / Соч. Княжны Екатерины Шаховской","rozanov"
"259","1021_Шаховская Е._Сновидение : Фантасмагория / Соч. Княжны Екатерины Шаховской","fi_sl"
"260","1026_Рындовский Ф._Сотворение мира : Поэма / Соч. Федора Рындовского","nlr"
"261","1026_Рындовский Ф._Сотворение мира : Поэма / Соч. Федора Рындовского","rsl"
"262","1026_Рындовский Ф._Сотворение мира : Поэма / Соч. Федора Рындовского","us_harvard"
"263","1026_Рындовский Ф._Сотворение мира : Поэма / Соч. Федора Рындовского","cz_slk"
"264","1026_Рындовский Ф._Сотворение мира : Поэма / Соч. Федора Рындовского","spbgu"
"265","1034_Пушкин А._Евгений Онегин: Роман в стихах : Гл. 2 / 2-е изд.","nlr"
"266","1034_Пушкин А._Евгений Онегин: Роман в стихах : Гл. 2 / 2-е изд.","rsl"
"267","1034_Пушкин А._Евгений Онегин: Роман в стихах : Гл. 2 / 2-е изд.","rozanov"
"268","1034_Пушкин А._Евгений Онегин: Роман в стихах : Гл. 2 / 2-е изд.","us_harvard"
"269","1034_Пушкин А._Евгений Онегин: Роман в стихах : Гл. 2 / 2-е изд.","ee_ester"
"270","1049_Пушкин А._Евгений Онегин: Роман в стихах","nlr"
"271","1049_Пушкин А._Евгений Онегин: Роман в стихах","rsl"
"272","1049_Пушкин А._Евгений Онегин: Роман в стихах","rozanov"
"273","1049_Пушкин А._Евгений Онегин: Роман в стихах","us_harvard"
"274","1050_Иноземцов П._Ссыльный : Русская повесть [в стихах]","nlr"
"275","1050_Иноземцов П._Ссыльный : Русская повесть [в стихах]","rsl"
"276","1050_Иноземцов П._Ссыльный : Русская повесть [в стихах]","fi_sl"
"277","1053_Рындовский Ф._Путешествие и отдых : Стихотворный рассказ","nlr"
"278","1053_Рындовский Ф._Путешествие и отдых : Стихотворный рассказ","rsl"
"279","1053_Рындовский Ф._Путешествие и отдых : Стихотворный рассказ","us_harvard"
"280","1053_Рындовский Ф._Путешествие и отдых : Стихотворный рассказ","cz_slk"
"281","1059_Кукольник Н._Торквато Тассо: большая драматическая фантазия, в стихах : (писана в 1830 и 1831 гг.)","nlr"
"282","1059_Кукольник Н._Торквато Тассо: большая драматическая фантазия, в стихах : (писана в 1830 и 1831 гг.)","rsl"
"283","1059_Кукольник Н._Торквато Тассо: большая драматическая фантазия, в стихах : (писана в 1830 и 1831 гг.)","cz_slk"
"284","1059_Кукольник Н._Торквато Тассо: большая драматическая фантазия, в стихах : (писана в 1830 и 1831 гг.)","fi_sl"
"285","1062_А.Р._Жалоба Коту Бурмосеко, щиту Совести и обличителю всех бессовестных штата калифов Счастливой Аравии","nlr"
